ec2_instance_type,ec2_instance_count,ec2_hours,ec2_pricing_model,codebuild_minutes,pipeline_count,s3_storage_gb,ecr_storage_gb,rds_instance_type,rds_hours,rds_storage_gb,data_transfer_out_gb,cloudwatch_logs_gb,region,environment,monthly_cost_usd
m5.xlarge,2,360,on_demand,1634,4,121,52,db.t3.micro,720,50,164,23,us-east-1,dev,192.89
t3.medium,4,360,reserved,1347,2,37,35,db.m5.large,720,292,76,26,us-east-1,stage,208.1
m5.large,5,360,reserved,2246,2,101,39,db.t3.micro,720,188,63,20,eu-west-1,stage,157.68
t3.micro,1,360,reserved,2023,3,104,23,db.t3.medium,720,262,179,36,us-west-2,prod,99.59
c5.large,4,720,reserved,831,4,94,66,db.m5.large,720,164,87,32,eu-west-1,stage,334.11
c5.xlarge,6,360,spot,1139,4,183,28,db.m5.large,720,237,135,33,us-west-2,stage,326.47
t3.medium,4,720,spot,819,4,17,6,db.m5.large,720,258,39,32,us-east-1,prod,210.76
m5.xlarge,1,720,on_demand,1381,2,97,21,db.t3.medium,720,266,74,17,us-east-1,stage,212.88
t3.micro,4,360,on_demand,1649,4,187,48,db.m5.large,720,175,56,26,us-west-2,stage,188.6
t3.small,6,720,reserved,343,2,68,91,db.t3.medium,720,281,67,18,us-west-2,prod,134.06
t3.large,6,720,reserved,1007,4,20,16,db.m5.large,720,86,13,13,us-east-1,dev,386.63
t3.micro,5,360,spot,812,2,61,27,db.m5.large,720,138,126,9,us-west-2,dev,169.73
t3.micro,5,360,spot,2449,1,87,83,db.m5.large,720,272,200,24,us-west-2,stage,198.27
t3.medium,5,360,reserved,657,5,198,47,db.t3.micro,720,128,58,40,us-west-2,prod,98.67
t3.small,2,720,on_demand,687,3,46,19,db.t3.medium,720,227,34,14,us-east-1,dev,94.65
c5.large,5,720,spot,1357,1,136,78,db.m5.large,720,236,156,48,us-east-1,prod,316.39
t3.micro,1,720,on_demand,1605,3,136,28,db.t3.micro,720,102,164,38,eu-west-1,prod,67.44
c5.xlarge,2,720,on_demand,1812,1,57,71,db.t3.medium,720,281,16,44,us-west-2,prod,333.95
t3.micro,1,360,on_demand,978,4,162,85,db.t3.medium,720,167,186,20,eu-west-1,dev,95.84
t3.micro,4,720,on_demand,1362,2,88,93,db.m5.large,720,208,39,3,eu-west-1,stage,191.34
c5.xlarge,3,360,on_demand,744,5,170,96,db.m5.large,720,188,144,14,eu-west-1,prod,359.03
t3.medium,6,720,spot,1935,1,101,74,db.m5.large,720,61,183,31,us-east-1,stage,261.49
t3.micro,6,720,on_demand,1913,1,172,76,db.t3.micro,720,148,83,34,eu-west-1,prod,102.76
t3.large,3,360,spot,783,4,110,98,db.t3.micro,720,294,159,45,us-west-2,prod,101.24
t3.large,3,720,spot,2093,4,179,8,db.t3.medium,720,67,87,14,us-east-1,dev,150.34
c5.large,4,720,reserved,1280,2,94,83,db.t3.micro,720,24,172,18,eu-west-1,dev,212.7
c5.large,1,720,reserved,1183,4,125,54,db.t3.medium,720,123,178,10,eu-west-1,dev,123.23
m5.xlarge,2,360,on_demand,367,1,16,83,db.t3.micro,720,199,64,49,eu-west-1,stage,191.24
t3.large,1,720,on_demand,2182,4,10,67,db.m5.large,720,46,150,32,us-east-1,stage,245.48
t3.medium,2,720,reserved,2250,4,24,56,db.m5.large,720,212,26,5,eu-west-1,dev,199.42
t3.small,3,720,on_demand,979,1,19,14,db.t3.micro,720,120,69,16,us-west-2,stage,78.11
t3.micro,1,720,on_demand,1350,2,138,71,db.t3.micro,720,212,175,44,us-east-1,dev,74.5
m5.xlarge,3,720,spot,1690,4,68,98,db.t3.medium,720,48,185,40,us-west-2,stage,270.59
t3.large,3,360,on_demand,2417,2,165,65,db.t3.medium,720,297,137,46,us-west-2,dev,195.81
t3.micro,4,720,spot,1740,5,197,50,db.m5.large,720,87,24,38,us-west-2,stage,189.61
t3.small,4,720,spot,265,3,139,37,db.t3.medium,720,249,174,4,eu-west-1,dev,98.08
c5.xlarge,6,360,reserved,1821,4,116,57,db.m5.large,720,41,106,30,us-west-2,stage,418.93
t3.micro,4,720,reserved,268,1,174,76,db.t3.micro,720,271,186,8,us-west-2,dev,65.39
t3.micro,5,720,spot,2461,2,11,83,db.m5.large,720,162,79,50,eu-west-1,stage,206.18
t3.medium,2,720,on_demand,1147,4,141,48,db.m5.large,720,33,12,22,eu-west-1,dev,224.0
m5.xlarge,1,360,reserved,1651,1,134,100,db.m5.large,720,89,174,28,eu-west-1,dev,234.16
t3.large,1,360,spot,1505,3,38,71,db.m5.large,720,32,69,22,eu-west-1,stage,182.93
t3.micro,1,360,on_demand,1789,5,133,27,db.t3.micro,720,49,164,48,us-west-2,dev,69.45
m5.large,5,360,reserved,1860,5,74,28,db.t3.micro,720,243,78,49,eu-west-1,dev,169.88
m5.xlarge,3,720,on_demand,1963,2,114,80,db.t3.micro,720,216,87,3,us-west-2,prod,456.73
t3.micro,6,360,reserved,401,2,140,85,db.t3.medium,720,115,195,39,eu-west-1,prod,113.62
m5.large,3,720,reserved,1185,4,162,18,db.m5.large,720,186,103,14,us-west-2,dev,300.75
t3.micro,2,720,on_demand,360,3,161,75,db.t3.micro,720,294,70,25,us-east-1,dev,59.02
m5.xlarge,1,720,reserved,1587,2,99,81,db.m5.large,720,280,49,40,eu-west-1,stage,270.82
c5.xlarge,3,720,spot,203,5,22,50,db.t3.micro,720,284,90,31,eu-west-1,prod,189.24
m5.xlarge,1,360,reserved,687,3,151,35,db.m5.large,720,235,71,38,us-east-1,prod,218.97
c5.large,3,720,spot,2469,3,119,77,db.t3.medium,720,60,61,38,us-east-1,stage,168.95
c5.xlarge,3,360,on_demand,673,1,140,52,db.t3.micro,720,53,141,31,eu-west-1,prod,235.81
t3.medium,4,360,on_demand,1948,4,58,55,db.t3.micro,720,202,122,1,us-east-1,prod,100.2
t3.micro,3,360,spot,2366,1,54,74,db.m5.large,720,132,88,47,eu-west-1,prod,194.62
t3.large,2,360,reserved,953,3,175,49,db.t3.medium,720,26,93,6,eu-west-1,stage,112.24
m5.xlarge,3,720,reserved,973,1,38,52,db.m5.large,720,284,190,49,us-west-2,prod,460.35
m5.xlarge,5,720,reserved,1107,1,169,72,db.t3.micro,720,207,97,27,us-west-2,stage,500.37
t3.micro,1,720,on_demand,802,5,165,58,db.m5.large,720,135,179,46,us-west-2,stage,198.44
t3.small,1,720,reserved,1206,2,35,58,db.t3.micro,720,153,181,38,eu-west-1,dev,69.9
t3.micro,6,720,on_demand,2218,5,15,54,db.t3.medium,720,229,200,19,us-west-2,stage,137.5
m5.large,5,720,on_demand,206,1,173,50,db.t3.micro,720,188,9,20,us-east-1,prod,378.66
t3.medium,5,720,reserved,2321,2,67,22,db.m5.large,720,259,94,21,eu-west-1,prod,269.89
c5.large,6,360,spot,2159,3,48,42,db.t3.medium,720,293,149,20,eu-west-1,prod,161.19
t3.medium,5,720,reserved,313,4,103,68,db.t3.micro,720,283,54,31,us-west-2,stage,140.68
c5.xlarge,4,360,on_demand,1082,5,12,81,db.t3.medium,720,144,46,26,us-west-2,dev,323.97
t3.medium,4,360,on_demand,2106,3,127,96,db.t3.micro,720,172,13,20,eu-west-1,prod,106.36
c5.large,5,720,spot,2183,3,84,15,db.t3.medium,720,88,63,10,us-west-2,stage,195.66
m5.xlarge,5,360,reserved,797,4,130,19,db.m5.large,720,284,164,1,us-east-1,stage,387.01
c5.large,1,360,on_demand,692,5,97,57,db.t3.micro,720,117,196,18,us-east-1,stage,80.87
c5.large,2,720,spot,264,1,125,93,db.t3.micro,720,224,185,25,eu-west-1,stage,103.84
t3.large,5,720,reserved,1493,3,21,16,db.t3.micro,720,193,5,45,us-east-1,stage,239.43
t3.large,5,720,reserved,1672,2,65,63,db.m5.large,720,245,20,3,us-west-2,dev,352.38
t3.large,2,720,spot,2311,5,48,81,db.m5.large,720,193,20,33,us-east-1,prod,225.22
m5.xlarge,6,360,spot,1217,3,192,40,db.t3.micro,720,274,56,33,eu-west-1,dev,214.17
c5.xlarge,3,360,on_demand,2112,5,111,22,db.t3.micro,720,238,129,6,eu-west-1,dev,225.76
t3.small,2,720,on_demand,1535,4,92,51,db.t3.micro,720,138,32,13,eu-west-1,dev,66.46
m5.large,5,720,on_demand,1836,4,132,21,db.m5.large,720,246,103,5,eu-west-1,dev,509.93
c5.large,6,360,reserved,489,3,125,51,db.m5.large,720,168,135,16,eu-west-1,prod,288.15
t3.medium,2,720,on_demand,1406,3,79,40,db.t3.micro,720,81,121,17,us-east-1,prod,104.38
t3.large,5,720,spot,500,4,28,87,db.t3.medium,720,185,11,14,us-east-1,stage,187.88
t3.medium,4,360,spot,1655,5,123,31,db.t3.micro,720,112,104,15,eu-west-1,stage,67.27
c5.large,4,360,reserved,2191,2,161,40,db.t3.medium,720,259,17,4,us-west-2,prod,149.99
m5.large,2,720,spot,1479,4,36,17,db.t3.micro,720,109,154,46,us-east-1,dev,114.32
t3.small,1,360,reserved,381,3,110,20,db.t3.micro,720,68,37,40,us-west-2,dev,46.87
c5.xlarge,6,360,spot,308,5,60,86,db.t3.micro,720,154,196,1,us-east-1,dev,188.78
c5.large,3,360,on_demand,1683,1,19,91,db.t3.medium,720,76,138,1,us-east-1,prod,170.91
t3.micro,3,720,on_demand,473,3,118,99,db.t3.medium,720,122,122,3,eu-west-1,stage,98.16
t3.micro,6,360,reserved,2381,3,181,81,db.t3.micro,720,251,38,39,eu-west-1,stage,73.93
t3.small,6,720,reserved,2231,1,19,65,db.t3.medium,720,20,104,37,us-west-2,stage,152.6
t3.small,2,720,on_demand,543,2,160,47,db.t3.micro,720,254,193,20,us-east-1,dev,80.66
c5.large,2,360,on_demand,781,2,55,79,db.t3.medium,720,88,62,24,us-west-2,stage,140.09
t3.micro,5,360,spot,1352,5,31,68,db.t3.medium,720,170,95,17,us-east-1,dev,87.05
c5.xlarge,6,360,reserved,1804,2,53,62,db.t3.micro,720,47,151,34,eu-west-1,stage,297.95
t3.small,5,360,reserved,2266,1,17,71,db.t3.micro,720,157,91,12,us-east-1,dev,69.59
t3.large,2,360,spot,2113,4,97,39,db.t3.medium,720,158,176,7,us-east-1,dev,108.24
c5.xlarge,3,720,on_demand,1090,3,184,36,db.t3.medium,720,53,113,34,eu-west-1,prod,455.89
t3.medium,1,720,spot,2421,4,69,68,db.m5.large,720,56,143,15,us-west-2,prod,191.08
t3.medium,5,360,reserved,1181,4,122,17,db.m5.large,720,244,40,3,eu-west-1,dev,202.42
t3.micro,4,720,spot,1659,5,68,80,db.t3.medium,720,45,180,5,us-east-1,prod,96.78
m5.xlarge,5,720,on_demand,1016,4,53,11,db.t3.medium,720,218,97,50,eu-west-1,dev,780.57
t3.large,6,360,reserved,1300,5,178,95,db.t3.medium,720,81,120,50,us-east-1,dev,220.95
t3.micro,2,360,reserved,819,2,170,59,db.m5.large,720,59,116,28,us-west-2,prod,181.45
c5.large,2,360,reserved,1454,4,132,62,db.t3.medium,720,50,168,42,us-east-1,dev,140.65
m5.large,6,360,reserved,2041,1,149,98,db.t3.micro,720,171,56,26,us-west-2,dev,188.5
t3.small,5,720,reserved,1382,2,47,59,db.m5.large,720,193,79,33,us-east-1,stage,224.41
t3.small,5,360,on_demand,1601,1,130,57,db.m5.large,720,295,100,10,us-east-1,dev,206.38
t3.micro,6,720,reserved,2352,4,150,88,db.t3.medium,720,55,140,14,us-east-1,prod,121.05
t3.small,5,360,reserved,1274,3,127,82,db.t3.medium,720,154,181,44,us-east-1,prod,128.36
m5.xlarge,1,720,reserved,1964,4,11,43,db.t3.micro,720,233,109,24,us-east-1,dev,138.28
t3.large,6,720,spot,286,2,144,47,db.t3.micro,720,29,54,15,us-west-2,dev,177.81
c5.large,5,360,on_demand,323,5,37,48,db.m5.large,720,54,102,31,us-east-1,dev,323.19
m5.xlarge,2,720,reserved,2271,1,163,17,db.m5.large,720,155,99,40,us-east-1,stage,363.67
t3.medium,5,720,on_demand,2261,1,152,94,db.t3.medium,720,259,189,5,us-west-2,prod,241.71
c5.large,6,720,on_demand,1014,4,42,9,db.m5.large,720,147,149,41,eu-west-1,stage,546.29
m5.large,2,720,spot,1180,1,43,41,db.m5.large,720,112,157,23,us-west-2,prod,230.16
t3.large,4,720,spot,1120,1,16,28,db.m5.large,720,49,46,33,us-east-1,stage,263.49
t3.micro,1,360,spot,1223,2,41,80,db.t3.micro,720,21,84,37,us-east-1,dev,54.86
t3.small,1,720,spot,345,2,59,83,db.t3.medium,720,131,130,29,eu-west-1,stage,91.81
c5.large,4,360,reserved,1920,4,43,61,db.m5.large,720,63,71,43,eu-west-1,stage,262.38
t3.large,2,720,on_demand,1075,3,85,46,db.t3.medium,720,43,191,43,us-east-1,prod,218.67
t3.large,1,720,spot,1194,2,182,52,db.t3.micro,720,240,5,7,eu-west-1,prod,55.51
t3.small,2,360,spot,1763,3,93,21,db.m5.large,720,179,186,25,eu-west-1,prod,186.52
t3.large,1,360,on_demand,583,1,112,27,db.t3.micro,720,290,128,1,us-east-1,prod,62.4
m5.xlarge,3,720,spot,2413,4,189,22,db.m5.large,720,226,140,13,eu-west-1,stage,341.84
m5.xlarge,1,720,spot,895,1,108,46,db.m5.large,720,178,65,45,eu-west-1,stage,233.44
m5.large,2,720,on_demand,1685,3,104,94,db.t3.micro,720,235,196,38,us-east-1,dev,207.34
t3.small,5,360,on_demand,586,5,157,86,db.t3.medium,720,153,72,50,us-west-2,stage,132.3
t3.small,2,360,on_demand,295,5,40,54,db.t3.medium,720,278,13,18,eu-west-1,dev,81.18
t3.micro,6,360,reserved,2456,4,88,78,db.t3.medium,720,98,186,24,us-west-2,stage,113.69
m5.large,2,360,on_demand,1956,3,117,47,db.t3.micro,720,281,163,37,us-west-2,dev,131.7
m5.large,5,720,reserved,2328,3,114,27,db.t3.medium,720,141,35,40,eu-west-1,dev,312.99
t3.medium,4,360,reserved,2033,2,77,34,db.t3.micro,720,134,87,50,us-west-2,dev,99.34
t3.large,4,360,reserved,1846,2,92,76,db.t3.micro,720,285,151,24,us-west-2,prod,134.65
t3.micro,2,720,spot,367,1,104,75,db.m5.large,720,166,75,12,us-east-1,stage,168.71
m5.xlarge,3,360,on_demand,1332,2,125,12,db.m5.large,720,238,159,25,us-west-2,prod,383.15
t3.medium,1,360,on_demand,707,4,144,76,db.m5.large,720,77,196,22,us-west-2,stage,196.3
m5.large,4,360,on_demand,2058,5,165,17,db.t3.medium,720,43,144,36,us-west-2,dev,233.22
t3.micro,6,360,spot,715,4,15,7,db.t3.medium,720,40,99,34,us-west-2,prod,87.76
t3.medium,5,720,spot,1739,3,72,94,db.t3.micro,720,184,192,18,us-east-1,stage,118.18
m5.large,5,360,on_demand,398,2,162,14,db.t3.medium,720,84,193,11,us-east-1,prod,251.03
c5.large,3,720,on_demand,275,2,128,25,db.m5.large,720,172,35,43,eu-west-1,stage,353.31
c5.xlarge,1,720,on_demand,1306,4,144,84,db.t3.medium,720,136,34,32,us-east-1,prod,207.94
m5.xlarge,6,720,on_demand,1183,2,68,81,db.t3.micro,720,25,125,45,eu-west-1,prod,891.01
t3.large,3,360,reserved,1257,4,68,95,db.t3.medium,720,254,145,15,us-east-1,dev,144.55
t3.micro,4,360,spot,1193,3,55,29,db.m5.large,720,191,119,29,us-east-1,dev,179.57
t3.small,6,720,reserved,1535,4,189,79,db.m5.large,720,196,171,20,us-west-2,prod,241.96
m5.large,6,360,spot,507,3,61,77,db.t3.medium,720,90,165,32,us-east-1,dev,173.67
t3.large,4,360,on_demand,271,3,200,74,db.t3.medium,720,151,155,31,eu-west-1,stage,210.85
t3.medium,4,360,on_demand,1306,5,179,90,db.t3.medium,720,24,131,38,us-east-1,dev,158.58
m5.large,1,360,spot,342,4,41,37,db.t3.medium,720,213,198,30,eu-west-1,prod,101.24
m5.xlarge,2,360,spot,269,3,103,48,db.t3.micro,720,121,26,17,us-west-2,prod,86.89
m5.xlarge,4,720,reserved,1191,1,194,18,db.t3.micro,720,162,31,50,eu-west-1,dev,411.67
t3.medium,6,720,reserved,1204,2,118,41,db.m5.large,720,285,75,1,us-west-2,dev,275.14
t3.medium,5,720,spot,1207,4,33,90,db.t3.micro,720,182,91,7,eu-west-1,dev,99.63
t3.large,5,360,on_demand,2078,3,46,70,db.m5.large,720,154,136,48,us-east-1,prod,342.69
m5.xlarge,2,720,on_demand,2321,1,67,81,db.t3.medium,720,93,42,3,us-east-1,prod,351.25
t3.large,1,360,spot,1431,4,40,89,db.t3.micro,720,69,81,29,us-west-2,stage,62.99
t3.medium,6,720,on_demand,1797,1,23,86,db.t3.micro,720,21,45,4,us-east-1,dev,216.12
t3.large,1,360,reserved,352,5,115,26,db.t3.medium,720,54,150,20,eu-west-1,dev,98.21
t3.micro,1,720,reserved,561,5,45,49,db.t3.medium,720,147,107,16,us-east-1,stage,79.48
c5.xlarge,5,360,spot,1647,3,169,67,db.m5.large,720,184,139,43,us-west-2,dev,313.47
t3.large,4,360,spot,2268,2,103,86,db.t3.medium,720,142,37,38,us-west-2,dev,140.8
c5.xlarge,2,360,on_demand,1496,2,89,61,db.t3.micro,720,75,63,33,us-east-1,stage,172.44
t3.small,4,720,spot,2161,4,135,94,db.t3.medium,720,158,14,39,eu-west-1,dev,116.27
t3.micro,1,360,spot,1287,4,92,85,db.t3.micro,720,44,163,42,us-west-2,prod,66.46
m5.large,3,360,reserved,2439,5,45,26,db.t3.medium,720,154,104,8,eu-west-1,prod,144.82
t3.small,1,360,reserved,1120,4,63,90,db.t3.medium,720,265,21,30,us-west-2,dev,86.05
m5.large,3,360,on_demand,2358,5,178,93,db.t3.micro,720,170,190,29,eu-west-1,stage,172.7
c5.large,1,360,reserved,2321,5,98,92,db.t3.micro,720,187,198,1,us-west-2,stage,73.51
m5.xlarge,2,720,on_demand,1596,5,13,77,db.t3.medium,720,74,64,22,eu-west-1,prod,357.46
c5.large,5,720,on_demand,667,1,18,80,db.t3.micro,720,210,191,37,eu-west-1,prod,365.68
m5.xlarge,6,360,reserved,667,5,175,76,db.t3.micro,720,130,33,6,us-west-2,stage,302.74
m5.xlarge,4,720,reserved,1347,1,172,41,db.t3.medium,720,25,170,32,us-east-1,dev,453.76
t3.small,2,720,on_demand,1547,5,144,57,db.t3.medium,720,299,17,23,us-west-2,stage,107.97
t3.medium,5,360,reserved,666,4,50,31,db.t3.micro,720,45,173,8,eu-west-1,prod,88.06
t3.micro,3,720,spot,1575,3,89,73,db.t3.medium,720,117,42,10,eu-west-1,prod,83.23
m5.large,3,360,spot,665,5,187,25,db.t3.micro,720,84,53,30,us-west-2,dev,83.61
t3.large,3,720,on_demand,442,2,64,76,db.m5.large,720,234,156,3,us-west-2,prod,344.77
m5.large,6,720,spot,1506,1,169,7,db.t3.medium,720,54,19,36,us-west-2,prod,245.96
m5.xlarge,5,720,reserved,1849,1,141,89,db.m5.large,720,209,165,40,us-east-1,dev,643.76
m5.xlarge,3,360,on_demand,1496,1,53,97,db.t3.medium,720,172,57,48,eu-west-1,prod,303.13
t3.small,2,360,on_demand,1712,1,137,67,db.m5.large,720,245,58,37,eu-west-1,stage,195.35
t3.medium,3,720,reserved,1085,5,39,38,db.t3.medium,720,191,175,11,us-east-1,dev,138.02
t3.large,3,720,spot,1573,1,157,35,db.t3.micro,720,81,116,12,us-west-2,stage,115.54
t3.medium,3,720,on_demand,2031,2,57,9,db.t3.medium,720,210,189,49,eu-west-1,dev,191.97
t3.small,2,720,on_demand,269,5,67,95,db.m5.large,720,51,129,31,eu-west-1,stage,207.69
t3.small,1,360,on_demand,2378,4,156,59,db.t3.medium,720,56,23,28,us-west-2,stage,93.18
c5.large,3,720,on_demand,1944,4,33,58,db.t3.micro,720,288,196,26,us-west-2,dev,242.76
t3.micro,4,360,on_demand,521,1,80,43,db.t3.micro,720,135,180,22,us-west-2,dev,63.16
t3.medium,3,360,on_demand,1393,5,53,52,db.t3.micro,720,176,80,19,us-east-1,prod,87.25
c5.xlarge,1,720,spot,2240,2,58,18,db.m5.large,720,93,145,47,us-west-2,dev,238.08
t3.small,3,360,spot,567,1,92,55,db.m5.large,720,251,130,20,eu-west-1,prod,179.38
c5.xlarge,4,720,on_demand,1020,1,93,87,db.m5.large,720,208,172,39,us-east-1,dev,678.76
c5.large,2,360,on_demand,1486,4,28,89,db.t3.medium,720,298,32,43,us-east-1,dev,150.79
t3.small,3,360,reserved,2476,4,18,92,db.t3.medium,720,200,102,11,us-west-2,dev,99.52
c5.xlarge,2,360,spot,1651,2,142,76,db.t3.medium,720,204,195,47,us-east-1,prod,157.37
t3.medium,3,720,reserved,1433,4,195,48,db.t3.medium,720,114,118,2,eu-west-1,dev,134.72
t3.large,5,720,on_demand,266,2,193,86,db.t3.micro,720,282,138,30,us-east-1,prod,353.55
m5.xlarge,1,720,on_demand,1052,3,191,70,db.t3.medium,720,180,128,41,eu-west-1,dev,235.15
t3.small,3,360,reserved,1034,3,94,60,db.m5.large,720,31,168,3,us-east-1,prod,182.79
c5.large,1,360,spot,786,5,144,20,db.t3.medium,720,129,58,18,us-west-2,prod,83.94
t3.small,3,720,reserved,2101,5,44,10,db.m5.large,720,218,89,20,eu-west-1,stage,197.97
t3.large,2,360,reserved,331,2,53,33,db.m5.large,720,123,171,33,eu-west-1,stage,215.24
t3.micro,5,360,reserved,1884,4,62,80,db.m5.large,720,216,149,8,eu-west-1,dev,186.66
m5.xlarge,1,720,on_demand,528,5,195,29,db.t3.micro,720,62,95,32,us-west-2,stage,185.06
c5.large,5,720,reserved,1870,5,97,36,db.m5.large,720,165,14,2,us-east-1,stage,354.58
t3.large,3,720,reserved,1015,4,101,79,db.t3.medium,720,130,31,50,eu-west-1,stage,208.14
c5.large,3,360,reserved,1355,3,170,96,db.t3.medium,720,156,191,7,eu-west-1,dev,148.88
t3.large,4,720,reserved,213,4,158,23,db.m5.large,720,210,68,44,us-west-2,stage,329.11
t3.large,1,720,spot,1345,3,25,8,db.t3.micro,720,175,90,41,us-west-2,prod,72.9
m5.xlarge,5,360,on_demand,312,2,199,10,db.m5.large,720,24,33,41,eu-west-1,dev,514.45
c5.xlarge,3,720,spot,1162,1,195,62,db.t3.micro,720,71,77,10,us-east-1,stage,187.55
m5.large,6,360,reserved,1759,3,179,54,db.t3.medium,720,156,10,42,us-west-2,dev,223.24
c5.large,5,720,reserved,345,4,30,54,db.m5.large,720,139,31,16,us-east-1,dev,355.75
t3.small,3,360,on_demand,1347,1,28,64,db.t3.micro,720,76,142,23,us-east-1,stage,72.76
c5.large,1,360,on_demand,1782,4,182,66,db.t3.medium,720,32,108,23,eu-west-1,prod,119.76
c5.large,2,720,spot,1782,5,81,90,db.t3.micro,720,75,115,47,us-east-1,dev,114.82
t3.small,2,720,on_demand,2310,1,13,41,db.t3.medium,720,136,113,2,us-east-1,dev,105.31
m5.large,3,720,on_demand,1812,1,154,38,db.m5.large,720,228,17,43,us-west-2,dev,385.03
c5.xlarge,1,720,reserved,1326,5,67,66,db.t3.medium,720,225,176,41,eu-west-1,stage,178.91
t3.large,6,360,spot,271,3,155,21,db.m5.large,720,254,47,35,us-west-2,stage,238.87
t3.micro,6,720,spot,722,1,59,10,db.t3.micro,720,44,155,39,eu-west-1,stage,69.63
t3.small,6,720,reserved,2434,5,91,23,db.t3.micro,720,59,106,2,us-west-2,prod,97.75
m5.xlarge,5,720,spot,386,1,78,24,db.t3.micro,720,30,141,11,eu-west-1,prod,313.03
t3.medium,1,720,spot,730,4,163,91,db.m5.large,720,59,132,26,us-east-1,prod,191.6
t3.micro,2,360,reserved,839,3,80,98,db.m5.large,720,177,167,48,us-east-1,stage,197.97
t3.large,3,720,reserved,2294,4,142,67,db.m5.large,720,21,164,22,us-west-2,stage,302.25
t3.large,5,720,spot,333,2,54,66,db.t3.medium,720,204,59,27,eu-west-1,stage,196.36
c5.large,5,720,reserved,2381,4,126,90,db.m5.large,720,136,199,25,us-east-1,prod,391.35
c5.xlarge,5,360,reserved,940,4,126,68,db.t3.medium,720,219,109,31,eu-west-1,stage,286.85
t3.large,6,360,reserved,540,3,16,49,db.t3.medium,720,234,191,37,us-east-1,stage,208.71
c5.xlarge,2,720,reserved,1489,2,151,84,db.t3.medium,720,127,13,25,eu-west-1,dev,240.35
t3.small,3,720,on_demand,984,2,168,14,db.t3.medium,720,78,118,9,eu-west-1,dev,118.47
c5.large,5,720,spot,2078,5,99,23,db.t3.medium,720,115,154,32,eu-west-1,stage,215.47
c5.xlarge,6,360,on_demand,2470,3,75,65,db.t3.medium,720,297,151,30,eu-west-1,prod,464.61
c5.xlarge,2,720,reserved,685,5,125,93,db.t3.medium,720,85,166,17,eu-west-1,dev,246.4
c5.xlarge,1,720,on_demand,2327,3,105,65,db.t3.medium,720,149,73,28,us-west-2,dev,211.76
t3.large,2,720,reserved,218,1,168,92,db.m5.large,720,105,113,34,us-west-2,prod,257.44
t3.medium,1,720,spot,1731,4,197,34,db.m5.large,720,163,103,27,eu-west-1,dev,189.58
c5.large,1,360,on_demand,2305,4,182,20,db.t3.medium,720,229,160,23,us-east-1,prod,122.45
c5.xlarge,5,360,reserved,1010,2,12,97,db.t3.medium,720,273,196,16,us-east-1,prod,287.81
m5.large,1,360,reserved,1964,2,96,59,db.t3.micro,720,204,59,45,eu-west-1,prod,80.44
t3.small,5,720,on_demand,1784,4,160,56,db.m5.large,720,168,117,4,eu-west-1,prod,243.85
t3.medium,1,720,spot,1204,2,120,10,db.t3.micro,720,182,183,28,eu-west-1,prod,64.47
m5.large,5,360,on_demand,1164,2,47,46,db.m5.large,720,139,90,15,us-west-2,dev,338.14
c5.xlarge,1,720,reserved,715,2,35,90,db.t3.medium,720,152,134,39,eu-west-1,prod,172.74
t3.large,3,720,on_demand,443,2,27,47,db.t3.micro,720,297,69,6,us-east-1,prod,208.7
m5.large,6,720,reserved,1147,4,124,94,db.m5.large,720,83,108,4,us-east-1,prod,437.51
m5.large,6,360,reserved,543,4,139,69,db.t3.medium,720,263,118,43,eu-west-1,stage,227.96
t3.small,2,360,spot,393,2,107,35,db.m5.large,720,48,148,29,us-east-1,dev,179.98
t3.medium,4,720,spot,1146,1,81,99,db.m5.large,720,33,66,30,us-west-2,prod,224.6
t3.small,1,360,reserved,691,2,126,58,db.t3.micro,720,116,93,15,us-east-1,dev,45.13
m5.xlarge,4,360,reserved,1991,5,12,56,db.t3.medium,720,297,101,4,eu-west-1,prod,254.87
c5.xlarge,1,720,reserved,224,4,38,8,db.t3.micro,720,142,71,46,us-east-1,prod,123.98
t3.micro,2,360,spot,2127,3,10,66,db.t3.medium,720,148,155,9,us-west-2,stage,87.15
m5.xlarge,2,360,reserved,1828,5,134,15,db.t3.micro,720,125,162,11,us-west-2,stage,135.9
t3.micro,5,360,spot,1411,4,143,17,db.m5.large,720,71,40,7,eu-west-1,dev,164.87
c5.large,6,720,on_demand,1447,4,54,99,db.m5.large,720,214,25,34,us-west-2,stage,543.07
t3.medium,6,360,reserved,2020,3,182,6,db.m5.large,720,50,198,11,eu-west-1,dev,234.85
c5.large,5,720,reserved,1231,3,78,54,db.t3.medium,720,205,23,37,us-west-2,prod,281.06
t3.large,2,360,on_demand,1868,5,42,88,db.t3.micro,720,249,192,31,us-west-2,stage,124.03
c5.xlarge,4,360,reserved,2250,2,69,93,db.t3.medium,720,66,105,39,us-east-1,prod,258.45
c5.large,1,360,spot,2361,4,179,29,db.t3.micro,720,85,90,24,us-west-2,prod,63.4
t3.large,5,720,reserved,2470,3,122,28,db.t3.micro,720,89,88,15,eu-west-1,prod,240.3
c5.xlarge,2,360,spot,1297,5,25,85,db.m5.large,720,168,192,8,eu-west-1,stage,224.04
m5.large,4,720,reserved,1229,1,87,43,db.t3.medium,720,43,163,10,us-east-1,stage,260.07
t3.micro,1,360,on_demand,1364,4,153,69,db.m5.large,720,88,192,36,us-east-1,dev,194.5
